ts_utc,poll,ref_head,blxr_head,head_lag,from_block,to_block,range,near_head_dist,blxr_status,blxr_ms,blxr_bytes,blxr_nlogs,blxr_nbets,parity,parity_ms,parity_ok,parity_diff_n
2026-06-09T04:34:46Z,0,103160194,103160194,0,103160174,103160191,18,20,ok,144.5,7025,11,11,ok,620.8,True,0
2026-06-09T04:34:53Z,1,103160212,103160212,0,103160192,103160209,18,20,ok,12.3,37,0,0,,,,
2026-06-09T04:35:01Z,2,103160229,103160230,1,103160210,103160226,17,19,ok,89.7,37,0,0,,,,
2026-06-09T04:35:09Z,3,103160247,103160247,0,103160227,103160244,18,20,ok,98.4,37,0,0,,,,
2026-06-09T04:35:17Z,4,103160265,103160265,0,103160245,103160262,18,20,ok,37.8,37,0,0,,,,
2026-06-09T04:35:25Z,5,103160283,103160283,0,103160263,103160280,18,20,ok,12.3,37,0,0,,,,
2026-06-09T04:35:33Z,6,103160300,103160301,1,103160281,103160297,17,19,ok,43.3,671,1,1,,,,
2026-06-09T04:35:41Z,7,103160318,103160318,0,103160298,103160315,18,20,ok,15.2,672,1,1,,,,
2026-06-09T04:35:50Z,8,103160336,103160336,0,103160316,103160333,18,20,ok,11.4,671,1,1,ok,582.5,True,0
2026-06-09T04:35:57Z,9,103160353,103160354,1,103160334,103160350,17,19,ok,10.2,37,0,0,,,,
2026-06-09T04:36:05Z,10,103160371,103160372,1,103160351,103160368,18,20,ok,94.1,1306,2,2,,,,
2026-06-09T04:36:13Z,11,103160389,103160390,1,103160369,103160386,18,20,ok,34.1,37,0,0,,,,
2026-06-09T04:36:21Z,12,103160407,103160407,0,103160387,103160404,18,20,ok,38.3,37,0,0,,,,
2026-06-09T04:36:29Z,13,103160425,103160425,0,103160405,103160422,18,20,ok,55.0,37,0,0,,,,
2026-06-09T04:36:37Z,14,103160442,103160443,1,103160423,103160439,17,19,ok,11.6,671,1,1,,,,
2026-06-09T04:36:45Z,15,103160460,103160460,0,103160440,103160457,18,20,ok,30.0,37,0,0,,,,
2026-06-09T04:36:54Z,16,103160476,103160478,2,103160458,103160473,16,18,ok,30.4,37,0,0,ok,495.6,True,0
2026-06-09T04:37:01Z,17,103160495,103160496,1,103160474,103160492,19,21,ok,14.7,671,1,1,,,,
2026-06-09T04:37:09Z,18,103160513,103160514,1,103160493,103160510,18,20,ok,11.1,37,0,0,,,,
2026-06-09T04:37:17Z,19,103160531,103160531,0,103160511,103160528,18,20,ok,15.4,37,0,0,,,,
2026-06-09T04:37:25Z,20,103160549,103160549,0,103160529,103160546,18,20,ok,28.2,37,0,0,,,,
2026-06-09T04:37:33Z,21,103160567,103160567,0,103160547,103160564,18,20,ok,45.2,37,0,0,,,,
2026-06-09T04:37:41Z,22,103160584,103160585,1,103160565,103160581,17,19,ok,45.5,671,1,1,,,,
2026-06-09T04:37:49Z,23,103160602,103160603,1,103160582,103160599,18,20,ok,19.7,37,0,0,,,,
2026-06-09T04:37:58Z,24,103160620,103160620,0,103160600,103160617,18,20,ok,14.5,37,0,0,ok,609.9,True,0
2026-06-09T04:38:05Z,25,103160638,103160638,0,103160618,103160635,18,20,ok,10.7,37,0,0,,,,
2026-06-09T04:38:13Z,26,103160656,103160656,0,103160636,103160653,18,20,ok,19.6,37,0,0,,,,
2026-06-09T04:38:21Z,27,103160673,103160674,1,103160654,103160670,17,19,ok,13.0,37,0,0,,,,
2026-06-09T04:38:29Z,28,103160691,103160692,1,103160671,103160688,18,20,ok,23.4,1306,2,2,,,,
2026-06-09T04:38:37Z,29,103160709,103160709,0,103160689,103160706,18,20,ok,27.7,672,1,1,,,,
2026-06-09T04:38:45Z,30,103160727,103160727,0,103160707,103160724,18,20,ok,28.5,1306,2,2,,,,
2026-06-09T04:38:53Z,31,103160744,103160745,1,103160725,103160741,17,19,ok,11.0,37,0,0,,,,
2026-06-09T04:39:02Z,32,103160762,103160763,1,103160742,103160759,18,20,ok,92.7,671,1,1,ok,604.0,True,0
2026-06-09T04:39:09Z,33,103160780,103160780,0,103160760,103160777,18,20,ok,16.9,1307,2,2,,,,
2026-06-09T04:39:17Z,34,103160797,103160798,1,103160778,103160794,17,19,ok,13.2,37,0,0,,,,
2026-06-09T04:39:25Z,35,103160815,103160815,0,103160795,103160812,18,20,ok,118.7,1943,3,3,,,,
2026-06-09T04:39:33Z,36,103160833,103160833,0,103160813,103160830,18,20,ok,47.8,3213,5,5,,,,
2026-06-09T04:39:41Z,37,103160851,103160851,0,103160831,103160848,18,20,ok,16.6,672,1,1,,,,
2026-06-09T04:39:49Z,38,103160868,103160869,1,103160849,103160865,17,19,ok,21.3,4485,7,7,,,,
2026-06-09T04:39:57Z,39,103160886,103160886,0,103160866,103160883,18,20,ok,14.5,13378,21,21,,,,
2026-06-09T04:40:06Z,40,103160904,103160904,0,103160884,103160901,18,20,ok,18.9,37,0,0,ok,600.0,True,0
2026-06-09T04:40:13Z,41,103160922,103160922,0,103160902,103160919,18,20,ok,14.6,37,0,0,,,,
2026-06-09T04:40:21Z,42,103160939,103160940,1,103160920,103160936,17,19,ok,12.4,37,0,0,,,,
2026-06-09T04:40:29Z,43,103160957,103160958,1,103160937,103160954,18,20,ok,27.5,37,0,0,,,,
2026-06-09T04:40:37Z,44,103160975,103160975,0,103160955,103160972,18,20,ok,21.8,37,0,0,,,,
2026-06-09T04:40:45Z,45,103160992,103160993,1,103160973,103160989,17,19,ok,41.6,37,0,0,,,,
2026-06-09T04:40:53Z,46,103161010,103161011,1,103160990,103161007,18,20,ok,35.8,37,0,0,,,,
2026-06-09T04:41:01Z,47,103161028,103161029,1,103161008,103161025,18,20,ok,22.5,37,0,0,,,,
2026-06-09T04:41:10Z,48,103161046,103161046,0,103161026,103161043,18,20,ok,10.4,37,0,0,ok,655.7,True,0
2026-06-09T04:41:17Z,49,103161064,103161064,0,103161044,103161061,18,20,ok,12.2,37,0,0,,,,
2026-06-09T04:41:25Z,50,103161081,103161082,1,103161062,103161078,17,19,ok,34.1,37,0,0,,,,
2026-06-09T04:41:33Z,51,103161099,103161100,1,103161079,103161096,18,20,ok,25.3,37,0,0,,,,
2026-06-09T04:41:41Z,52,103161117,103161117,0,103161097,103161114,18,20,ok,10.4,37,0,0,,,,
2026-06-09T04:41:49Z,53,103161135,103161135,0,103161115,103161132,18,20,ok,18.3,37,0,0,,,,
2026-06-09T04:41:57Z,54,103161151,103161151,0,103161133,103161148,16,18,ok,13.0,37,0,0,,,,
2026-06-09T04:42:05Z,55,103161169,103161169,0,103161149,103161166,18,20,ok,13.9,37,0,0,,,,
2026-06-09T04:42:14Z,56,103161186,103161187,1,103161167,103161183,17,19,ok,13.8,37,0,0,ok,641.2,True,0
2026-06-09T04:42:21Z,57,103161204,103161205,1,103161184,103161201,18,20,ok,13.5,37,0,0,,,,
2026-06-09T04:42:29Z,58,103161222,103161222,0,103161202,103161219,18,20,ok,103.9,37,0,0,,,,
2026-06-09T04:42:37Z,59,103161240,103161240,0,103161220,103161237,18,20,ok,30.0,37,0,0,,,,
2026-06-09T04:42:45Z,60,103161257,103161258,1,103161238,103161254,17,19,ok,15.4,37,0,0,,,,
2026-06-09T04:42:53Z,61,103161275,103161275,0,103161255,103161272,18,20,ok,9.9,37,0,0,,,,
2026-06-09T04:43:01Z,62,103161293,103161293,0,103161273,103161290,18,20,ok,19.0,37,0,0,,,,
2026-06-09T04:43:09Z,63,103161311,103161311,0,103161291,103161308,18,20,ok,10.8,37,0,0,,,,
2026-06-09T04:43:18Z,64,103161328,103161329,1,103161309,103161325,17,19,ok,14.3,37,0,0,ok,574.9,True,0
2026-06-09T04:43:25Z,65,103161346,103161347,1,103161326,103161343,18,20,ok,11.2,37,0,0,,,,
2026-06-09T04:43:33Z,66,103161364,103161364,0,103161344,103161361,18,20,ok,74.7,671,1,1,,,,
2026-06-09T04:43:41Z,67,103161382,103161382,0,103161362,103161379,18,20,ok,12.5,37,0,0,,,,
2026-06-09T04:43:49Z,68,103161400,103161400,0,103161380,103161397,18,20,ok,17.0,37,0,0,,,,
2026-06-09T04:43:57Z,69,103161417,103161418,1,103161398,103161414,17,19,ok,24.2,37,0,0,,,,
2026-06-09T04:44:05Z,70,103161435,103161435,0,103161415,103161432,18,20,ok,13.0,671,1,1,,,,
2026-06-09T04:44:13Z,71,103161453,103161453,0,103161433,103161450,18,20,ok,12.0,37,0,0,,,,
2026-06-09T04:44:22Z,72,103161470,103161471,1,103161451,103161467,17,19,ok,13.0,37,0,0,ok,497.9,True,0
2026-06-09T04:44:29Z,73,103161488,103161488,0,103161468,103161485,18,20,ok,11.9,37,0,0,,,,
2026-06-09T04:44:37Z,74,103161506,103161506,0,103161486,103161503,18,20,ok,12.5,1305,2,2,,,,
2026-06-09T04:44:45Z,75,103161523,103161524,1,103161504,103161520,17,19,ok,49.8,5752,9,9,,,,
2026-06-09T04:44:53Z,76,103161541,103161542,1,103161521,103161538,18,20,ok,14.0,3847,6,6,,,,
2026-06-09T04:45:01Z,77,103161559,103161560,1,103161539,103161556,18,20,ok,67.6,8929,14,14,,,,
2026-06-09T04:45:09Z,78,103161577,103161577,0,103161557,103161574,18,20,ok,15.3,37,0,0,,,,
2026-06-09T04:45:17Z,79,103161595,103161595,0,103161575,103161592,18,20,ok,28.5,37,0,0,,,,
2026-06-09T04:45:26Z,80,103161612,103161613,1,103161593,103161609,17,19,ok,28.4,37,0,0,ok,494.2,True,0
2026-06-09T04:45:33Z,81,103161630,103161631,1,103161610,103161627,18,20,ok,15.2,37,0,0,,,,
2026-06-09T04:45:41Z,82,103161648,103161648,0,103161628,103161645,18,20,ok,11.6,37,0,0,,,,
2026-06-09T04:45:49Z,83,103161666,103161666,0,103161646,103161663,18,20,ok,11.9,1306,2,2,,,,
2026-06-09T04:45:57Z,84,103161683,103161684,1,103161664,103161680,17,19,ok,12.7,37,0,0,,,,
2026-06-09T04:46:05Z,85,103161701,103161701,0,103161681,103161698,18,20,ok,30.1,37,0,0,,,,
2026-06-09T04:46:13Z,86,103161719,103161719,0,103161699,103161716,18,20,ok,26.3,37,0,0,,,,
2026-06-09T04:46:21Z,87,103161737,103161737,0,103161717,103161734,18,20,ok,17.8,37,0,0,,,,
2026-06-09T04:46:30Z,88,103161754,103161755,1,103161735,103161751,17,19,ok,23.8,37,0,0,ok,486.2,True,0
2026-06-09T04:46:37Z,89,103161772,103161772,0,103161752,103161769,18,20,ok,13.4,37,0,0,,,,
2026-06-09T04:46:45Z,90,103161790,103161790,0,103161770,103161787,18,20,ok,11.1,37,0,0,,,,
2026-06-09T04:46:53Z,91,103161807,103161808,1,103161788,103161804,17,19,ok,11.1,37,0,0,,,,
2026-06-09T04:47:01Z,92,103161825,103161826,1,103161805,103161822,18,20,ok,16.9,37,0,0,,,,
2026-06-09T04:47:09Z,93,103161843,103161843,0,103161823,103161840,18,20,ok,13.0,37,0,0,,,,
2026-06-09T04:47:17Z,94,103161861,103161861,0,103161841,103161858,18,20,ok,12.7,670,1,1,,,,
2026-06-09T04:47:25Z,95,103161878,103161879,1,103161859,103161875,17,19,ok,14.2,37,0,0,,,,
2026-06-09T04:47:34Z,96,103161896,103161897,1,103161876,103161893,18,20,ok,22.3,1306,2,2,ok,554.4,True,0
2026-06-09T04:47:41Z,97,103161914,103161914,0,103161894,103161911,18,20,ok,11.8,37,0,0,,,,
2026-06-09T04:47:49Z,98,103161932,103161932,0,103161912,103161929,18,20,ok,11.6,37,0,0,,,,
2026-06-09T04:47:57Z,99,103161950,103161950,0,103161930,103161947,18,20,ok,13.7,670,1,1,,,,
2026-06-09T04:48:05Z,100,103161967,103161967,0,103161948,103161964,17,19,ok,14.6,670,1,1,,,,
2026-06-09T04:48:13Z,101,103161985,103161985,0,103161965,103161982,18,20,ok,14.0,37,0,0,,,,
2026-06-09T04:48:21Z,102,103162003,103162003,0,103161983,103162000,18,20,ok,31.3,37,0,0,,,,
2026-06-09T04:48:29Z,103,103162020,103162021,1,103162001,103162017,17,19,ok,13.0,37,0,0,,,,
2026-06-09T04:48:38Z,104,103162038,103162039,1,103162018,103162035,18,20,ok,23.8,37,0,0,ok,494.1,True,0
2026-06-09T04:48:45Z,105,103162056,103162056,0,103162036,103162053,18,20,ok,38.9,672,1,1,,,,
2026-06-09T04:48:53Z,106,103162074,103162074,0,103162054,103162071,18,20,ok,17.4,37,0,0,,,,
2026-06-09T04:49:01Z,107,103162092,103162092,0,103162072,103162089,18,20,ok,66.5,672,1,1,,,,
2026-06-09T04:49:09Z,108,103162109,103162110,1,103162090,103162106,17,19,ok,12.9,672,1,1,,,,
2026-06-09T04:49:17Z,109,103162127,103162128,1,103162107,103162124,18,20,ok,12.5,671,1,1,,,,
2026-06-09T04:49:25Z,110,103162145,103162145,0,103162125,103162142,18,20,ok,10.8,37,0,0,,,,
2026-06-09T04:49:33Z,111,103162163,103162163,0,103162143,103162160,18,20,ok,18.5,671,1,1,,,,
2026-06-09T04:49:42Z,112,103162179,103162180,1,103162161,103162176,16,18,ok,23.4,1307,2,2,ok,508.7,True,0
2026-06-09T04:49:49Z,113,103162197,103162198,1,103162177,103162194,18,20,ok,23.0,3213,5,5,,,,
2026-06-09T04:49:57Z,114,103162215,103162215,0,103162195,103162212,18,20,ok,14.4,3212,5,5,,,,
2026-06-09T04:50:05Z,115,103162233,103162233,0,103162213,103162230,18,20,ok,18.4,1305,2,2,,,,
2026-06-09T04:50:13Z,116,103162251,103162251,0,103162231,103162248,18,20,ok,13.5,4483,7,7,,,,
2026-06-09T04:50:21Z,117,103162268,103162268,0,103162249,103162265,17,19,ok,19.1,37,0,0,,,,
2026-06-09T04:50:29Z,118,103162286,103162286,0,103162266,103162283,18,20,ok,23.3,37,0,0,,,,
2026-06-09T04:50:37Z,119,103162304,103162304,0,103162284,103162301,18,20,ok,10.8,37,0,0,,,,
2026-06-09T04:50:46Z,120,103162322,103162322,0,103162302,103162319,18,20,ok,27.9,37,0,0,ok,507.6,True,0
2026-06-09T04:50:53Z,121,103162339,103162340,1,103162320,103162336,17,19,ok,13.8,37,0,0,,,,
2026-06-09T04:51:02Z,122,103162357,103162358,1,103162337,103162354,18,20,ok,120.6,37,0,0,,,,
2026-06-09T04:51:09Z,123,103162375,103162375,0,103162355,103162372,18,20,ok,21.8,37,0,0,,,,
2026-06-09T04:51:17Z,124,103162393,103162393,0,103162373,103162390,18,20,ok,11.3,37,0,0,,,,
2026-06-09T04:51:25Z,125,103162410,103162411,1,103162391,103162407,17,19,ok,11.9,37,0,0,,,,
2026-06-09T04:51:33Z,126,103162428,103162429,1,103162408,103162425,18,20,ok,21.3,37,0,0,,,,
2026-06-09T04:51:41Z,127,103162446,103162446,0,103162426,103162443,18,20,ok,19.9,37,0,0,,,,
2026-06-09T04:51:50Z,128,103162463,103162464,1,103162444,103162460,17,19,ok,16.8,37,0,0,ok,441.0,True,0
2026-06-09T04:51:57Z,129,103162481,103162482,1,103162461,103162478,18,20,ok,43.7,37,0,0,,,,
2026-06-09T04:52:05Z,130,103162499,103162499,0,103162479,103162496,18,20,ok,81.4,37,0,0,,,,
2026-06-09T04:52:13Z,131,103162516,103162517,1,103162497,103162513,17,19,ok,29.7,37,0,0,,,,
2026-06-09T04:52:21Z,132,103162535,103162535,0,103162514,103162532,19,21,ok,10.4,37,0,0,,,,
2026-06-09T04:52:29Z,133,103162552,103162552,0,103162533,103162549,17,19,ok,12.9,37,0,0,,,,
2026-06-09T04:52:37Z,134,103162570,103162571,1,103162550,103162567,18,20,ok,11.7,37,0,0,,,,
2026-06-09T04:52:45Z,135,103162588,103162588,0,103162568,103162585,18,20,ok,59.8,37,0,0,,,,
2026-06-09T04:52:54Z,136,103162605,103162606,1,103162586,103162602,17,19,ok,14.3,1306,2,2,ok,520.2,True,0
2026-06-09T04:53:01Z,137,103162623,103162624,1,103162603,103162620,18,20,ok,84.5,37,0,0,,,,
2026-06-09T04:53:09Z,138,103162641,103162642,1,103162621,103162638,18,20,ok,14.3,670,1,1,,,,
2026-06-09T04:53:17Z,139,103162659,103162659,0,103162639,103162656,18,20,ok,25.0,37,0,0,,,,
2026-06-09T04:53:25Z,140,103162676,103162677,1,103162657,103162673,17,19,ok,14.0,671,1,1,,,,
2026-06-09T04:53:33Z,141,103162694,103162695,1,103162674,103162691,18,20,ok,10.6,37,0,0,,,,
2026-06-09T04:53:41Z,142,103162712,103162713,1,103162692,103162709,18,20,ok,19.3,1306,2,2,,,,
2026-06-09T04:53:49Z,143,103162730,103162730,0,103162710,103162727,18,20,ok,10.1,671,1,1,,,,
2026-06-09T04:53:58Z,144,103162748,103162748,0,103162728,103162745,18,20,ok,42.3,1306,2,2,ok,498.4,True,0
2026-06-09T04:54:05Z,145,103162765,103162766,1,103162746,103162762,17,19,ok,99.9,37,0,0,,,,
2026-06-09T04:54:13Z,146,103162783,103162783,0,103162763,103162780,18,20,ok,20.4,37,0,0,,,,
2026-06-09T04:54:21Z,147,103162801,103162801,0,103162781,103162798,18,20,ok,26.6,37,0,0,,,,
2026-06-09T04:54:29Z,148,103162818,103162819,1,103162799,103162815,17,19,ok,24.1,671,1,1,,,,
2026-06-09T04:54:37Z,149,103162836,103162837,1,103162816,103162833,18,20,ok,13.6,1941,3,3,,,,
2026-06-09T04:54:45Z,150,103162854,103162854,0,103162834,103162851,18,20,ok,9.9,37,0,0,,,,
2026-06-09T04:54:53Z,151,103162872,103162872,0,103162852,103162869,18,20,ok,12.5,672,1,1,,,,
2026-06-09T04:55:02Z,152,103162889,103162890,1,103162870,103162886,17,19,ok,57.8,3847,6,6,ok,596.3,True,0
2026-06-09T04:55:09Z,153,103162907,103162908,1,103162887,103162904,18,20,ok,57.2,7025,11,11,,,,
2026-06-09T04:55:17Z,154,103162925,103162925,0,103162905,103162922,18,20,ok,106.9,5751,9,9,,,,
2026-06-09T04:55:25Z,155,103162942,103162943,1,103162923,103162939,17,19,ok,24.4,37,0,0,,,,
2026-06-09T04:55:33Z,156,103162960,103162961,1,103162940,103162957,18,20,ok,29.0,37,0,0,,,,
2026-06-09T04:55:41Z,157,103162978,103162979,1,103162958,103162975,18,20,ok,13.6,37,0,0,,,,
2026-06-09T04:55:49Z,158,103162996,103162996,0,103162976,103162993,18,20,ok,12.8,37,0,0,,,,
2026-06-09T04:55:57Z,159,103163014,103163014,0,103162994,103163011,18,20,ok,11.0,672,1,1,,,,
2026-06-09T04:56:06Z,160,103163031,103163032,1,103163012,103163028,17,19,ok,21.9,37,0,0,ok,520.7,True,0
2026-06-09T04:56:13Z,161,103163047,103163050,3,103163029,103163044,16,18,ok,18.0,37,0,0,,,,
2026-06-09T04:56:21Z,162,103163067,103163067,0,103163045,103163064,20,22,ok,14.5,37,0,0,,,,
2026-06-09T04:56:29Z,163,103163084,103163085,1,103163065,103163081,17,19,ok,12.7,37,0,0,,,,
2026-06-09T04:56:37Z,164,103163102,103163103,1,103163082,103163099,18,20,ok,12.8,37,0,0,,,,
2026-06-09T04:56:45Z,165,103163120,103163121,1,103163100,103163117,18,20,ok,10.9,37,0,0,,,,
2026-06-09T04:56:53Z,166,103163138,103163138,0,103163118,103163135,18,20,ok,9.7,37,0,0,,,,
2026-06-09T04:57:01Z,167,103163156,103163156,0,103163136,103163153,18,20,ok,14.0,37,0,0,,,,
2026-06-09T04:57:10Z,168,103163173,103163174,1,103163154,103163170,17,19,ok,10.9,37,0,0,ok,501.7,True,0
2026-06-09T04:57:17Z,169,103163191,103163191,0,103163171,103163188,18,20,ok,15.5,37,0,0,,,,
2026-06-09T04:57:25Z,170,103163209,103163209,0,103163189,103163206,18,20,ok,11.3,37,0,0,,,,
2026-06-09T04:57:33Z,171,103163227,103163227,0,103163207,103163224,18,20,ok,19.6,37,0,0,,,,
2026-06-09T04:57:41Z,172,103163244,103163245,1,103163225,103163241,17,19,ok,74.7,37,0,0,,,,
2026-06-09T04:57:49Z,173,103163262,103163263,1,103163242,103163259,18,20,ok,85.5,1942,3,3,,,,
2026-06-09T04:57:57Z,174,103163280,103163280,0,103163260,103163277,18,20,ok,10.5,37,0,0,,,,
2026-06-09T04:58:05Z,175,103163298,103163298,0,103163278,103163295,18,20,ok,14.1,37,0,0,,,,
2026-06-09T04:58:14Z,176,103163315,103163316,1,103163296,103163312,17,19,ok,24.1,37,0,0,ok,592.1,True,0
2026-06-09T04:58:21Z,177,103163333,103163333,0,103163313,103163330,18,20,ok,42.9,37,0,0,,,,
2026-06-09T04:58:29Z,178,103163351,103163351,0,103163331,103163348,18,20,ok,11.7,37,0,0,,,,
2026-06-09T04:58:37Z,179,103163369,103163369,0,103163349,103163366,18,20,ok,20.4,37,0,0,,,,
2026-06-09T04:58:45Z,180,103163386,103163386,0,103163367,103163383,17,19,ok,28.3,37,0,0,,,,
2026-06-09T04:58:53Z,181,103163404,103163405,1,103163384,103163401,18,20,ok,16.7,37,0,0,,,,
2026-06-09T04:59:01Z,182,103163422,103163422,0,103163402,103163419,18,20,ok,90.3,37,0,0,,,,
2026-06-09T04:59:09Z,183,103163440,103163440,0,103163420,103163437,18,20,ok,15.9,37,0,0,,,,
2026-06-09T04:59:18Z,184,103163457,103163458,1,103163438,103163454,17,19,ok,10.8,37,0,0,ok,468.9,True,0
2026-06-09T04:59:25Z,185,103163475,103163476,1,103163455,103163472,18,20,ok,12.5,672,1,1,,,,
2026-06-09T04:59:33Z,186,103163493,103163493,0,103163473,103163490,18,20,ok,12.4,37,0,0,,,,
2026-06-09T04:59:41Z,187,103163511,103163511,0,103163491,103163508,18,20,ok,12.4,670,1,1,,,,
2026-06-09T04:59:49Z,188,103163528,103163529,1,103163509,103163525,17,19,ok,36.5,1305,2,2,,,,
2026-06-09T04:59:57Z,189,103163546,103163547,1,103163526,103163543,18,20,ok,47.7,37,0,0,,,,
2026-06-09T05:00:05Z,190,103163564,103163564,0,103163544,103163561,18,20,ok,44.9,4484,7,7,,,,
2026-06-09T05:00:13Z,191,103163582,103163582,0,103163562,103163579,18,20,ok,70.8,2579,4,4,,,,
2026-06-09T05:00:22Z,192,103163599,103163600,1,103163580,103163596,17,19,ok,26.5,4483,7,7,ok,575.8,True,0
2026-06-09T05:00:29Z,193,103163617,103163618,1,103163597,103163614,18,20,ok,10.7,37,0,0,,,,
2026-06-09T05:00:37Z,194,103163635,103163635,0,103163615,103163632,18,20,ok,36.2,37,0,0,,,,
2026-06-09T05:00:45Z,195,103163653,103163653,0,103163633,103163650,18,20,ok,14.1,37,0,0,,,,
2026-06-09T05:00:53Z,196,103163670,103163671,1,103163651,103163667,17,19,ok,12.0,37,0,0,,,,
2026-06-09T05:01:02Z,197,103163688,103163689,1,103163668,103163685,18,20,ok,479.4,37,0,0,,,,
2026-06-09T05:01:09Z,198,103163706,103163706,0,103163686,103163703,18,20,ok,39.7,672,1,1,,,,
2026-06-09T05:01:17Z,199,103163724,103163724,0,103163704,103163721,18,20,ok,64.0,37,0,0,,,,
2026-06-09T05:01:26Z,200,103163742,103163742,0,103163722,103163739,18,20,ok,20.4,672,1,1,ok,461.1,True,0
2026-06-09T05:01:33Z,201,103163759,103163760,1,103163740,103163756,17,19,ok,15.9,37,0,0,,,,
2026-06-09T05:01:41Z,202,103163777,103163777,0,103163757,103163774,18,20,ok,12.9,37,0,0,,,,
2026-06-09T05:01:49Z,203,103163795,103163795,0,103163775,103163792,18,20,ok,55.1,37,0,0,,,,
2026-06-09T05:01:57Z,204,103163813,103163813,0,103163793,103163810,18,20,ok,32.7,37,0,0,,,,
2026-06-09T05:02:05Z,205,103163830,103163831,1,103163811,103163827,17,19,ok,62.6,37,0,0,,,,
2026-06-09T05:02:13Z,206,103163848,103163849,1,103163828,103163845,18,20,ok,10.7,671,1,1,,,,
2026-06-09T05:02:21Z,207,103163866,103163866,0,103163846,103163863,18,20,ok,21.3,37,0,0,,,,
2026-06-09T05:02:30Z,208,103163884,103163884,0,103163864,103163881,18,20,ok,113.3,37,0,0,ok,584.8,True,0
2026-06-09T05:02:37Z,209,103163901,103163902,1,103163882,103163898,17,19,ok,13.2,672,1,1,,,,
2026-06-09T05:02:45Z,210,103163919,103163919,0,103163899,103163916,18,20,ok,17.0,671,1,1,,,,
2026-06-09T05:02:53Z,211,103163937,103163937,0,103163917,103163934,18,20,ok,31.4,671,1,1,,,,
2026-06-09T05:03:02Z,212,103163955,103163955,0,103163935,103163952,18,20,ok,46.9,671,1,1,,,,
2026-06-09T05:03:09Z,213,103163972,103163973,1,103163953,103163969,17,19,ok,48.4,37,0,0,,,,
2026-06-09T05:03:17Z,214,103163990,103163991,1,103163970,103163987,18,20,ok,44.5,37,0,0,,,,
2026-06-09T05:03:25Z,215,103164008,103164008,0,103163988,103164005,18,20,ok,35.9,671,1,1,,,,
2026-06-09T05:03:34Z,216,103164026,103164026,0,103164006,103164023,18,20,ok,43.3,671,1,1,ok,571.1,True,0
2026-06-09T05:03:41Z,217,103164044,103164044,0,103164024,103164041,18,20,ok,11.8,37,0,0,,,,
2026-06-09T05:03:49Z,218,103164061,103164062,1,103164042,103164058,17,19,ok,12.3,672,1,1,,,,
2026-06-09T05:03:57Z,219,103164079,103164080,1,103164059,103164076,18,20,ok,15.5,671,1,1,,,,
2026-06-09T05:04:05Z,220,103164097,103164097,0,103164077,103164094,18,20,ok,105.6,37,0,0,,,,
2026-06-09T05:04:13Z,221,103164115,103164115,0,103164095,103164112,18,20,ok,91.8,37,0,0,,,,
2026-06-09T05:04:21Z,222,103164131,103164132,1,103164113,103164128,16,18,ok,36.7,37,0,0,,,,
2026-06-09T05:04:29Z,223,103164149,103164149,0,103164129,103164146,18,20,ok,29.5,672,1,1,,,,
2026-06-09T05:04:38Z,224,103164167,103164167,0,103164147,103164164,18,20,ok,16.6,37,0,0,ok,492.9,True,0
2026-06-09T05:04:45Z,225,103164185,103164185,0,103164165,103164182,18,20,ok,13.9,671,1,1,,,,
2026-06-09T05:04:53Z,226,103164201,103164203,2,103164183,103164198,16,18,ok,14.6,671,1,1,,,,
2026-06-09T05:05:02Z,227,103164220,103164221,1,103164199,103164217,19,21,ok,103.3,37,0,0,,,,
2026-06-09T05:05:09Z,228,103164238,103164238,0,103164218,103164235,18,20,ok,16.1,1305,2,2,,,,
2026-06-09T05:05:17Z,229,103164256,103164256,0,103164236,103164253,18,20,ok,87.8,4483,7,7,,,,
2026-06-09T05:05:25Z,230,103164273,103164274,1,103164254,103164270,17,19,ok,14.9,3213,5,5,,,,
2026-06-09T05:05:33Z,231,103164291,103164292,1,103164271,103164288,18,20,ok,18.0,5751,9,9,,,,
2026-06-09T05:05:42Z,232,103164309,103164309,0,103164289,103164306,18,20,ok,13.3,37,0,0,ok,532.5,True,0
2026-06-09T05:05:49Z,233,103164327,103164327,0,103164307,103164324,18,20,ok,28.1,37,0,0,,,,
2026-06-09T05:05:57Z,234,103164344,103164345,1,103164325,103164341,17,19,ok,61.7,37,0,0,,,,
2026-06-09T05:06:05Z,235,103164362,103164363,1,103164342,103164359,18,20,ok,82.4,672,1,1,,,,
2026-06-09T05:06:13Z,236,103164380,103164380,0,103164360,103164377,18,20,ok,25.4,37,0,0,,,,
2026-06-09T05:06:21Z,237,103164397,103164398,1,103164378,103164394,17,19,ok,23.3,671,1,1,,,,
2026-06-09T05:06:29Z,238,103164415,103164416,1,103164395,103164412,18,20,ok,24.4,37,0,0,,,,
2026-06-09T05:06:37Z,239,103164433,103164434,1,103164413,103164430,18,20,ok,16.3,37,0,0,,,,
2026-06-09T05:06:46Z,240,103164451,103164451,0,103164431,103164448,18,20,ok,11.0,37,0,0,ok,580.4,True,0
2026-06-09T05:06:53Z,241,103164469,103164469,0,103164449,103164466,18,20,ok,10.5,37,0,0,,,,
2026-06-09T05:07:01Z,242,103164486,103164487,1,103164467,103164483,17,19,ok,26.5,37,0,0,,,,
